year,county,state,county_name,income,perc_change,est_mortgage,income_needed,actual_needed_diff,actual_needed_ratio
 2021,Union,OH,"Union, OH",64967,5,2163,92700,-27733,0.7
 2019,Union,OR,"Union, OR",42107,0,1331,57043,-14936,0.74
 2020,Union,OR,"Union, OR",46076,9,1114,47743,-1667,0.97
 2021,Union,OR,"Union, OR",50053,9,1357,58157,-8104,0.86
 2019,Union,PA,"Union, PA",44452,0,1194,51171,-6719,0.87
 2020,Union,PA,"Union, PA",47782,8,1365,58500,-10718,0.82
 2021,Union,PA,"Union, PA",50630,6,1464,62743,-12113,0.81
 2019,Union,SC,"Union, SC",34503,0,544,23314,11189,1.48
 2020,Union,SC,"Union, SC",37527,9,580,24857,12670,1.51
 2021,Union,SC,"Union, SC",40821,9,712,30514,10307,1.34
 2019,Union,SD,"Union, SD",118994,0,1599,68529,50465,1.74
 2020,Union,SD,"Union, SD",125786,6,1639,70243,55543,1.79
 2021,Union,SD,"Union, SD",134811,7,1335,57214,77597,2.36
 2019,Union,TN,"Union, TN",34493,0,1178,50486,-15993,0.68
 2020,Union,TN,"Union, TN",36826,7,1129,48386,-11560,0.76
 2021,Union,TN,"Union, TN",40349,10,1686,72257,-31908,0.56
 2019,Upshur,TX,"Upshur, TX",39605,0,821,35186,4419,1.13
 2020,Upshur,TX,"Upshur, TX",40755,3,870,37286,3469,1.09
 2021,Upshur,TX,"Upshur, TX",43308,6,890,38143,5165,1.14
 2019,Upshur,WV,"Upshur, WV",36416,0,869,37243,-827,0.98
 2020,Upshur,WV,"Upshur, WV",38085,5,766,32829,5256,1.16
 2021,Upshur,WV,"Upshur, WV",40187,6,761,32614,7573,1.23
 2019,Upson,GA,"Upson, GA",35635,0,729,31243,4392,1.14
 2020,Upson,GA,"Upson, GA",38329,8,707,30300,8029,1.26
 2021,Upson,GA,"Upson, GA",42364,11,939,40243,2121,1.05
 2019,Upton,TX,"Upton, TX",51233,0,705,30214,21019,1.7
 2020,Upton,TX,"Upton, TX",55500,8,565,24214,31286,2.29
 2021,Upton,TX,"Upton, TX",61595,11,603,25843,35752,2.38
 2019,Utah,UT,"Utah, UT",44079,0,1870,80143,-36064,0.55
 2020,Utah,UT,"Utah, UT",47232,7,2033,87129,-39897,0.54
 2021,Utah,UT,"Utah, UT",50661,7,2554,109457,-58796,0.46
 2019,Uvalde,TX,"Uvalde, TX",44957,0,1029,44100,857,1.02
 2020,Uvalde,TX,"Uvalde, TX",48807,9,1272,54514,-5707,0.9
 2021,Uvalde,TX,"Uvalde, TX",53257,9,1471,63043,-9786,0.84
 2019,Val Verde,TX,"Val Verde, TX",39906,0,883,37843,2063,1.05
 2020,Val Verde,TX,"Val Verde, TX",42532,7,843,36129,6403,1.18
 2021,Val Verde,TX,"Val Verde, TX",46642,10,980,42000,4642,1.11
 2019,Valencia,NM,"Valencia, NM",36192,0,1004,43029,-6837,0.84
 2020,Valencia,NM,"Valencia, NM",39980,11,1114,47743,-7763,0.84
 2021,Valencia,NM,"Valencia, NM",43485,9,1348,57771,-14286,0.75
 2019,Valley,ID,"Valley, ID",51861,0,1545,66214,-14353,0.78
 2020,Valley,ID,"Valley, ID",55295,7,2027,86871,-31576,0.64
 2021,Valley,ID,"Valley, ID",57895,5,4597,197014,-139119,0.29
 2019,Valley,MT,"Valley, MT",46099,0,1066,45686,413,1.01
 2020,Valley,MT,"Valley, MT",50260,9,904,38743,11517,1.3
 2021,Valley,MT,"Valley, MT",56541,13,705,30214,26327,1.87
 2019,Valley,NE,"Valley, NE",52167,0,252,10800,41367,4.83
 2020,Valley,NE,"Valley, NE",60546,16,524,22457,38089,2.7
 2021,Valley,NE,"Valley, NE",63254,5,1054,45171,18083,1.4
 2019,Van Buren,AR,"Van Buren, AR",32935,0,546,23400,9535,1.41
 2020,Van Buren,AR,"Van Buren, AR",35870,9,613,26271,9599,1.37
 2021,Van Buren,AR,"Van Buren, AR",38783,8,753,32271,6512,1.2
 2019,Van Buren,IA,"Van Buren, IA",40622,0,624,26743,13879,1.52
 2020,Van Buren,IA,"Van Buren, IA",42312,4,422,18086,24226,2.34
 2021,Van Buren,IA,"Van Buren, IA",47655,13,456,19543,28112,2.44
 2019,Van Buren,MI,"Van Buren, MI",41782,0,1136,48686,-6904,0.86
 2020,Van Buren,MI,"Van Buren, MI",45781,10,1239,53100,-7319,0.86
 2021,Van Buren,MI,"Van Buren, MI",48770,7,1321,56614,-7844,0.86
 2019,Van Buren,TN,"Van Buren, TN",31881,0,1410,60429,-28548,0.53
 2020,Van Buren,TN,"Van Buren, TN",34664,9,1224,52457,-17793,0.66
 2021,Van Buren,TN,"Van Buren, TN",36669,6,2353,100843,-64174,0.36
 2019,Van Wert,OH,"Van Wert, OH",42094,0,446,19114,22980,2.2
 2020,Van Wert,OH,"Van Wert, OH",46137,10,530,22714,23423,2.03
 2021,Van Wert,OH,"Van Wert, OH",49328,7,684,29314,20014,1.68
 2019,Vance,NC,"Vance, NC",36561,0,611,26186,10375,1.4
 2020,Vance,NC,"Vance, NC",39845,9,808,34629,5216,1.15
 2021,Vance,NC,"Vance, NC",44399,11,809,34671,9728,1.28
 2019,Venango,PA,"Venango, PA",43572,0,436,18686,24886,2.33
 2020,Venango,PA,"Venango, PA",47240,8,444,19029,28211,2.48
 2021,Venango,PA,"Venango, PA",50691,7,472,20229,30462,2.51
 2019,Ventura,CA,"Ventura, CA",63833,0,3289,140957,-77124,0.45
 2020,Ventura,CA,"Ventura, CA",68647,8,3825,163929,-95282,0.42
 2021,Ventura,CA,"Ventura, CA",73375,7,4235,181500,-108125,0.4
 2019,Vermilion,IL,"Vermilion, IL",40054,0,383,16414,23640,2.44
 2020,Vermilion,IL,"Vermilion, IL",44975,12,380,16286,28689,2.76
 2021,Vermilion,IL,"Vermilion, IL",49265,10,427,18300,30965,2.69
 2019,Vermilion,LA,"Vermilion, LA",41032,0,729,31243,9789,1.31
 2020,Vermilion,LA,"Vermilion, LA",43670,6,853,36557,7113,1.19
 2021,Vermilion,LA,"Vermilion, LA",46494,7,831,35614,10880,1.31
 2019,Vermillion,IN,"Vermillion, IN",37909,0,266,11400,26509,3.33
 2020,Vermillion,IN,"Vermillion, IN",41723,10,452,19371,22352,2.15
 2021,Vermillion,IN,"Vermillion, IN",45487,9,417,17871,27616,2.55
 2019,Vernon,LA,"Vernon, LA",41732,0,716,30686,11046,1.36
 2020,Vernon,LA,"Vernon, LA",44514,7,783,33557,10957,1.33
 2021,Vernon,LA,"Vernon, LA",47307,6,764,32743,14564,1.44
 2019,Vernon,MO,"Vernon, MO",36058,0,593,25414,10644,1.42
 2020,Vernon,MO,"Vernon, MO",40312,12,544,23314,16998,1.73
 2021,Vernon,MO,"Vernon, MO",42332,5,565,24214,18118,1.75
 2019,Vernon,WI,"Vernon, WI",42487,0,873,37414,5073,1.14
 2020,Vernon,WI,"Vernon, WI",45812,8,1050,45000,812,1.02
 2021,Vernon,WI,"Vernon, WI",49116,7,1226,52543,-3427,0.93
 2019,Victoria,TX,"Victoria, TX",53174,0,1127,48300,4874,1.1
 2020,Victoria,TX,"Victoria, TX",54194,2,1055,45214,8980,1.2
 2021,Victoria,TX,"Victoria, TX",58479,8,1288,55200,3279,1.06
 2019,Vigo,IN,"Vigo, IN",39159,0,452,19371,19788,2.02
 2020,Vigo,IN,"Vigo, IN",42511,9,472,20229,22282,2.1
 2021,Vigo,IN,"Vigo, IN",45767,8,701,30043,15724,1.52
 2019,Vilas,WI,"Vilas, WI",53083,0,1315,56357,-3274,0.94
 2020,Vilas,WI,"Vilas, WI",53617,1,1333,57129,-3512,0.94
 2021,Vilas,WI,"Vilas, WI",56041,5,1858,79629,-23588,0.7
 2019,Vinton,OH,"Vinton, OH",35464,0,773,33129,2335,1.07
 2020,Vinton,OH,"Vinton, OH",39672,12,637,27300,12372,1.45
 2021,Vinton,OH,"Vinton, OH",42290,7,1206,51686,-9396,0.82
 2019,Volusia,FL,"Volusia, FL",46612,0,1260,54000,-7388,0.86
 2020,Volusia,FL,"Volusia, FL",48620,4,1300,55714,-7094,0.87
 2021,Volusia,FL,"Volusia, FL",52964,9,1624,69600,-16636,0.76
 2019,Wabash,IL,"Wabash, IL",43157,0,463,19843,23314,2.17
 2020,Wabash,IL,"Wabash, IL",47397,10,513,21986,25411,2.16
 2021,Wabash,IL,"Wabash, IL",51743,9,457,19586,32157,2.64
 2019,Wabash,IN,"Wabash, IN",42830,0,479,20529,22301,2.09
 2020,Wabash,IN,"Wabash, IN",46803,9,574,24600,22203,1.9
 2021,Wabash,IN,"Wabash, IN",51300,10,714,30600,20700,1.68
 2019,Wabasha,MN,"Wabasha, MN",50078,0,1245,53357,-3279,0.94
 2020,Wabasha,MN,"Wabasha, MN",55622,11,1148,49200,6422,1.13
 2021,Wabasha,MN,"Wabasha, MN",58382,5,1259,53957,4425,1.08
 2019,Wabaunsee,KS,"Wabaunsee, KS",51977,0,947,40586,11391,1.28
 2020,Wabaunsee,KS,"Wabaunsee, KS",55142,6,823,35271,19871,1.56
 2021,Wabaunsee,KS,"Wabaunsee, KS",58400,6,1203,51557,6843,1.13
 2019,Wadena,MN,"Wadena, MN",39290,0,620,26571,12719,1.48
 2020,Wadena,MN,"Wadena, MN",43488,11,638,27343,16145,1.59
 2021,Wadena,MN,"Wadena, MN",46380,7,1326,56829,-10449,0.82
 2019,Wagoner,OK,"Wagoner, OK",43020,0,955,40929,2091,1.05
 2020,Wagoner,OK,"Wagoner, OK",45032,5,913,39129,5903,1.15
 2021,Wagoner,OK,"Wagoner, OK",47142,5,1292,55371,-8229,0.85
 2019,Wahkiakum,WA,"Wahkiakum, WA",45523,0,1600,68571,-23048,0.66
 2020,Wahkiakum,WA,"Wahkiakum, WA",48982,8,1846,79114,-30132,0.62
 2021,Wahkiakum,WA,"Wahkiakum, WA",52239,7,2182,93514,-41275,0.56
 2019,Wake,NC,"Wake, NC",62535,0,1924,82457,-19922,0.76
 2020,Wake,NC,"Wake, NC",66147,6,1953,83700,-17553,0.79
 2021,Wake,NC,"Wake, NC",71205,8,2219,95100,-23895,0.75
 2019,Wakulla,FL,"Wakulla, FL",39253,0,1112,47657,-8404,0.82
 2020,Wakulla,FL,"Wakulla, FL",41625,6,1187,50871,-9246,0.82
 2021,Wakulla,FL,"Wakulla, FL",45669,10,1570,67286,-21617,0.68
 2019,Waldo,ME,"Waldo, ME",44788,0,1198,51343,-6555,0.87
 2020,Waldo,ME,"Waldo, ME",48538,8,1372,58800,-10262,0.83
 2021,Waldo,ME,"Waldo, ME",51757,7,1631,69900,-18143,0.74
 2019,Walker,AL,"Walker, AL",41267,0,671,28757,12510,1.44
 2020,Walker,AL,"Walker, AL",43568,6,812,34800,8768,1.25
 2021,Walker,AL,"Walker, AL",47239,8,1123,48129,-890,0.98
 2019,Walker,GA,"Walker, GA",35186,0,857,36729,-1543,0.96
 2020,Walker,GA,"Walker, GA",37697,7,846,36257,1440,1.04
 2021,Walker,GA,"Walker, GA",40744,8,1143,48986,-8242,0.83
 2019,Walker,TX,"Walker, TX",30157,0,1027,44014,-13857,0.69
 2020,Walker,TX,"Walker, TX",31523,5,1040,44571,-13048,0.71
 2021,Walker,TX,"Walker, TX",33345,6,1201,51471,-18126,0.65
 2019,Walla Walla,WA,"Walla Walla, WA",46483,0,1651,70757,-24274,0.66
 2020,Walla Walla,WA,"Walla Walla, WA",50520,9,1918,82200,-31680,0.61
 2021,Walla Walla,WA,"Walla Walla, WA",53845,7,2186,93686,-39841,0.57
 2019,Wallace,KS,"Wallace, KS",51437,0,258,11057,40380,4.65
 2020,Wallace,KS,"Wallace, KS",59431,16,889,38100,21331,1.56
 2021,Wallace,KS,"Wallace, KS",61727,4,691,29614,32113,2.08
 2019,Waller,TX,"Waller, TX",45670,0,1638,70200,-24530,0.65
 2020,Waller,TX,"Waller, TX",47291,4,1687,72300,-25009,0.65
 2021,Waller,TX,"Waller, TX",49404,5,1941,83186,-33782,0.59
 2019,Wallowa,OR,"Wallowa, OR",44689,0,1913,81986,-37297,0.55
 2020,Wallowa,OR,"Wallowa, OR",48880,9,1757,75300,-26420,0.65
 2021,Wallowa,OR,"Wallowa, OR",52999,8,1971,84471,-31472,0.63
 2019,Walsh,ND,"Walsh, ND",50715,0,525,22500,28215,2.25
 2020,Walsh,ND,"Walsh, ND",61427,21,446,19114,42313,3.21
 2021,Walsh,ND,"Walsh, ND",65961,7,729,31243,34718,2.11
 2019,Walthall,MS,"Walthall, MS",33551,0,658,28200,5351,1.19
 2020,Walthall,MS,"Walthall, MS",35664,6,734,31457,4207,1.13
 2021,Walthall,MS,"Walthall, MS",39169,10,963,41271,-2102,0.95
 2019,Walton,FL,"Walton, FL",72175,0,2693,115414,-43239,0.63
 2020,Walton,FL,"Walton, FL",74926,4,3158,135343,-60417,0.55
 2021,Walton,FL,"Walton, FL",78714,5,3082,132086,-53372,0.6
 2019,Walton,GA,"Walton, GA",43227,0,1413,60557,-17330,0.71
 2020,Walton,GA,"Walton, GA",45718,6,1451,62186,-16468,0.74
 2021,Walton,GA,"Walton, GA",49062,7,1856,79543,-30481,0.62
 2019,Walworth,SD,"Walworth, SD",46362,0,430,18429,27933,2.52
 2020,Walworth,SD,"Walworth, SD",54683,18,501,21471,33212,2.55
 2021,Walworth,SD,"Walworth, SD",58681,7,639,27386,31295,2.14
 2019,Walworth,WI,"Walworth, WI",51483,0,1420,60857,-9374,0.85
 2020,Walworth,WI,"Walworth, WI",54477,6,1492,63943,-9466,0.85
 2021,Walworth,WI,"Walworth, WI",58208,7,1630,69857,-11649,0.83
 2019,Wapello,IA,"Wapello, IA",39029,0,512,21943,17086,1.78
 2020,Wapello,IA,"Wapello, IA",42551,9,637,27300,15251,1.56
 2021,Wapello,IA,"Wapello, IA",44912,6,486,20829,24083,2.16
 2019,Ward,ND,"Ward, ND",55233,0,996,42686,12547,1.29
 2020,Ward,ND,"Ward, ND",57047,3,943,40414,16633,1.41
 2021,Ward,ND,"Ward, ND",59893,5,1015,43500,16393,1.38
 2019,Ward,TX,"Ward, TX",56395,0,963,41271,15124,1.37
 2020,Ward,TX,"Ward, TX",49543,-12,988,42343,7200,1.17
 2021,Ward,TX,"Ward, TX",55099,11,1225,52500,2599,1.05
 2019,Ware,GA,"Ware, GA",33254,0,591,25329,7925,1.31
 2020,Ware,GA,"Ware, GA",36269,9,737,31586,4683,1.15
 2021,Ware,GA,"Ware, GA",38862,7,795,34071,4791,1.14
 2019,Warren,GA,"Warren, GA",36081,0,1008,43200,-7119,0.84
 2020,Warren,GA,"Warren, GA",40022,11,324,13886,26136,2.88
 2021,Warren,GA,"Warren, GA",42377,6,2230,95571,-53194,0.44
 2019,Warren,IA,"Warren, IA",52136,0,1385,59357,-7221,0.88
 2020,Warren,IA,"Warren, IA",54617,5,1282,54943,-326,0.99
 2021,Warren,IA,"Warren, IA",57847,6,1505,64500,-6653,0.9
 2019,Warren,IL,"Warren, IL",40380,0,432,18514,21866,2.18
 2020,Warren,IL,"Warren, IL",46032,14,437,18729,27303,2.46
 2021,Warren,IL,"Warren, IL",52506,14,478,20486,32020,2.56
 2019,Warren,IN,"Warren, IN",42880,0,681,29186,13694,1.47
 2020,Warren,IN,"Warren, IN",48047,12,551,23614,24433,2.03
 2021,Warren,IN,"Warren, IN",52196,9,707,30300,21896,1.72
 2019,Warren,KY,"Warren, KY",38686,0,1316,56400,-17714,0.69
 2020,Warren,KY,"Warren, KY",41516,7,1318,56486,-14970,0.73
 2021,Warren,KY,"Warren, KY",43812,6,1501,64329,-20517,0.68
 2019,Warren,MO,"Warren, MO",44910,0,898,38486,6424,1.17
 2020,Warren,MO,"Warren, MO",47227,5,945,40500,6727,1.17
 2021,Warren,MO,"Warren, MO",50001,6,1068,45771,4230,1.09
 2019,Warren,MS,"Warren, MS",41184,0,716,30686,10498,1.34
 2020,Warren,MS,"Warren, MS",44905,9,721,30900,14005,1.45
 2021,Warren,MS,"Warren, MS",48214,7,680,29143,19071,1.65
 2019,Warren,NC,"Warren, NC",31817,0,898,38486,-6669,0.83
 2020,Warren,NC,"Warren, NC",35682,12,1260,54000,-18318,0.66
 2021,Warren,NC,"Warren, NC",38740,9,2061,88329,-49589,0.44
 2019,Warren,NJ,"Warren, NJ",55865,0,1085,46500,9365,1.2
 2020,Warren,NJ,"Warren, NJ",58755,5,1299,55671,3084,1.06
 2021,Warren,NJ,"Warren, NJ",63041,7,1520,65143,-2102,0.97
 2019,Warren,NY,"Warren, NY",53919,0,1338,57343,-3424,0.94
 2020,Warren,NY,"Warren, NY",59267,10,1422,60943,-1676,0.97
 2021,Warren,NY,"Warren, NY",62392,5,1493,63986,-1594,0.98
 2019,Warren,OH,"Warren, OH",62927,0,1761,75471,-12544,0.83
 2020,Warren,OH,"Warren, OH",66080,5,1833,78557,-12477,0.84
 2021,Warren,OH,"Warren, OH",69581,5,2082,89229,-19648,0.78
 2019,Warren,PA,"Warren, PA",43634,0,414,17743,25891,2.46
 2020,Warren,PA,"Warren, PA",46945,8,310,13286,33659,3.53
 2021,Warren,PA,"Warren, PA",49356,5,611,26186,23170,1.88
 2019,Warren,TN,"Warren, TN",36188,0,936,40114,-3926,0.9
 2020,Warren,TN,"Warren, TN",38892,8,891,38186,706,1.02
 2021,Warren,TN,"Warren, TN",41296,6,1285,55071,-13775,0.75
 2019,Warren,VA,"Warren, VA",47404,0,1313,56271,-8867,0.84
 2020,Warren,VA,"Warren, VA",50644,7,1370,58714,-8070,0.86
 2021,Warren,VA,"Warren, VA",54290,7,1776,76114,-21824,0.71
 2019,Warrick,IN,"Warrick, IN",59014,0,1188,50914,8100,1.16
 2020,Warrick,IN,"Warrick, IN",61250,4,1090,46714,14536,1.31
 2021,Warrick,IN,"Warrick, IN",64880,6,1217,52157,12723,1.24
 2019,Wasatch,UT,"Wasatch, UT",63088,0,3634,155743,-92655,0.41
 2020,Wasatch,UT,"Wasatch, UT",66591,6,4039,173100,-106509,0.38
 2021,Wasatch,UT,"Wasatch, UT",71360,7,6458,276771,-205411,0.26
 2019,Wasco,OR,"Wasco, OR",43622,0,1531,65614,-21992,0.66
 2020,Wasco,OR,"Wasco, OR",48355,11,1648,70629,-22274,0.68
 2021,Wasco,OR,"Wasco, OR",52527,9,2333,99986,-47459,0.53
 2019,Waseca,MN,"Waseca, MN",41646,0,778,33343,8303,1.25
 2020,Waseca,MN,"Waseca, MN",47174,13,720,30857,16317,1.53
 2021,Waseca,MN,"Waseca, MN",50409,7,1023,43843,6566,1.15
 2019,Washakie,WY,"Washakie, WY",51388,0,830,35571,15817,1.44
 2020,Washakie,WY,"Washakie, WY",57228,11,720,30857,26371,1.85
 2021,Washakie,WY,"Washakie, WY",60235,5,1251,53614,6621,1.12
 2019,Washburn,WI,"Washburn, WI",47441,0,1136,48686,-1245,0.97
 2020,Washburn,WI,"Washburn, WI",50819,7,1013,43414,7405,1.17
 2021,Washburn,WI,"Washburn, WI",53835,6,1491,63900,-10065,0.84
 2019,Washington,AL,"Washington, AL",38414,0,810,34714,3700,1.11
 2020,Washington,AL,"Washington, AL",41642,8,709,30386,11256,1.37
 2021,Washington,AL,"Washington, AL",45956,10,1024,43886,2070,1.05
 2019,Washington,AR,"Washington, AR",41081,0,1252,53657,-12576,0.77
 2020,Washington,AR,"Washington, AR",44261,8,1370,58714,-14453,0.75
 2021,Washington,AR,"Washington, AR",47836,8,1672,71657,-23821,0.67
 2019,Washington,CO,"Washington, CO",39264,0,1000,42857,-3593,0.92
 2020,Washington,CO,"Washington, CO",41064,5,748,32057,9007,1.28
 2021,Washington,CO,"Washington, CO",48270,18,1235,52929,-4659,0.91
 2019,Washington,FL,"Washington, FL",31302,0,909,38957,-7655,0.8
 2020,Washington,FL,"Washington, FL",33656,8,1007,43157,-9501,0.78
 2021,Washington,FL,"Washington, FL",36331,8,1225,52500,-16169,0.69
 2019,Washington,GA,"Washington, GA",35531,0,631,27043,8488,1.31
 2020,Washington,GA,"Washington, GA",39048,10,550,23571,15477,1.66
 2021,Washington,GA,"Washington, GA",42068,8,1062,45514,-3446,0.92
 2019,Washington,IA,"Washington, IA",60809,0,774,33171,27638,1.83
 2020,Washington,IA,"Washington, IA",59627,-2,896,38400,21227,1.55
 2021,Washington,IA,"Washington, IA",65299,10,1014,43457,21842,1.5
 2019,Washington,ID,"Washington, ID",36859,0,1050,45000,-8141,0.82
 2020,Washington,ID,"Washington, ID",40441,10,1134,48600,-8159,0.83
 2021,Washington,ID,"Washington, ID",41119,2,1844,79029,-37910,0.52
 2019,Washington,IL,"Washington, IL",48833,0,626,26829,22004,1.82
 2020,Washington,IL,"Washington, IL",53581,10,687,29443,24138,1.82
 2021,Washington,IL,"Washington, IL",58419,9,766,32829,25590,1.78
 2019,Washington,IN,"Washington, IN",39427,0,662,28371,11056,1.39
 2020,Washington,IN,"Washington, IN",43081,9,646,27686,15395,1.56
 2021,Washington,IN,"Washington, IN",47858,11,972,41657,6201,1.15
 2019,Washington,KS,"Washington, KS",45422,0,376,16114,29308,2.82
 2020,Washington,KS,"Washington, KS",52942,17,279,11957,40985,4.43
 2021,Washington,KS,"Washington, KS",54905,4,1935,82929,-28024,0.66
 2019,Washington,KY,"Washington, KY",38865,0,805,34500,4365,1.13
 2020,Washington,KY,"Washington, KY",42401,9,691,29614,12787,1.43
 2021,Washington,KY,"Washington, KY",45807,8,1165,49929,-4122,0.92
 2019,Washington,LA,"Washington, LA",35745,0,733,31414,4331,1.14
 2020,Washington,LA,"Washington, LA",38878,9,786,33686,5192,1.15
 2021,Washington,LA,"Washington, LA",42225,9,1046,44829,-2604,0.94
 2019,Washington,MD,"Washington, MD",46141,0,1150,49286,-3145,0.94
 2020,Washington,MD,"Washington, MD",49510,7,1224,52457,-2947,0.94
 2021,Washington,MD,"Washington, MD",52897,7,1309,56100,-3203,0.94
 2019,Washington,ME,"Washington, ME",42051,0,774,33171,8880,1.27
 2020,Washington,ME,"Washington, ME",46891,12,788,33771,13120,1.39
 2021,Washington,ME,"Washington, ME",49280,5,1157,49586,-306,0.99
 2019,Washington,MN,"Washington, MN",69775,0,2135,91500,-21725,0.76
 2020,Washington,MN,"Washington, MN",72430,4,2133,91414,-18984,0.79
 2021,Washington,MN,"Washington, MN",76733,6,2194,94029,-17296,0.82
 2019,Washington,MO,"Washington, MO",31927,0,667,28586,3341,1.12
 2020,Washington,MO,"Washington, MO",34830,9,771,33043,1787,1.05
 2021,Washington,MO,"Washington, MO",37238,7,625,26786,10452,1.39
 2019,Washington,MS,"Washington, MS",36815,0,601,25757,11058,1.43
 2020,Washington,MS,"Washington, MS",41701,13,553,23700,18001,1.76
 2021,Washington,MS,"Washington, MS",45319,9,618,26486,18833,1.71
 2019,Washington,NC,"Washington, NC",38154,0,474,20314,17840,1.88
 2020,Washington,NC,"Washington, NC",41632,9,541,23186,18446,1.8
 2021,Washington,NC,"Washington, NC",46846,13,888,38057,8789,1.23
 2019,Washington,NE,"Washington, NE",58221,0,1559,66814,-8593,0.87
 2020,Washington,NE,"Washington, NE",61147,5,1351,57900,3247,1.06
 2021,Washington,NE,"Washington, NE",65143,7,1456,62400,2743,1.04
 2019,Washington,NY,"Washington, NY",42093,0,843,36129,5964,1.17
 2020,Washington,NY,"Washington, NY",46149,10,850,36429,9720,1.27
 2021,Washington,NY,"Washington, NY",49202,7,1118,47914,1288,1.03
 2019,Washington,OH,"Washington, OH",44669,0,776,33257,11412,1.34
 2020,Washington,OH,"Washington, OH",47691,7,826,35400,12291,1.35
 2021,Washington,OH,"Washington, OH",50549,6,947,40586,9963,1.25
 2019,Washington,OK,"Washington, OK",58893,0,640,27429,31464,2.15
 2020,Washington,OK,"Washington, OK",73262,24,706,30257,43005,2.42
 2021,Washington,OK,"Washington, OK",78103,7,701,30043,48060,2.6
 2019,Washington,OR,"Washington, OR",62493,0,2355,100929,-38436,0.62
 2020,Washington,OR,"Washington, OR",66270,6,2292,98229,-31959,0.67
 2021,Washington,OR,"Washington, OR",71537,8,2658,113914,-42377,0.63
 2019,Washington,PA,"Washington, PA",57447,0,800,34286,23161,1.68
 2020,Washington,PA,"Washington, PA",61945,8,972,41657,20288,1.49
 2021,Washington,PA,"Washington, PA",65452,6,983,42129,23323,1.55
 2019,Washington,RI,"Washington, RI",68280,0,2564,109886,-41606,0.62
 2020,Washington,RI,"Washington, RI",72917,7,2449,104957,-32040,0.69
 2021,Washington,RI,"Washington, RI",77855,7,3618,155057,-77202,0.5
 2019,Washington,TN,"Washington, TN",45144,0,1086,46543,-1399,0.97
 2020,Washington,TN,"Washington, TN",48475,7,1313,56271,-7796,0.86
 2021,Washington,TN,"Washington, TN",52089,8,1645,70500,-18411,0.74
 2019,Washington,TX,"Washington, TX",55865,0,1289,55243,622,1.01
 2020,Washington,TX,"Washington, TX",59063,6,1452,62229,-3166,0.95
 2021,Washington,TX,"Washington, TX",61295,4,1692,72514,-11219,0.85
 2019,Washington,UT,"Washington, UT",42732,0,1882,80657,-37925,0.53
 2020,Washington,UT,"Washington, UT",45178,6,2077,89014,-43836,0.51
 2021,Washington,UT,"Washington, UT",47162,4,3059,131100,-83938,0.36
 2019,Washington,VT,"Washington, VT",59995,0,1362,58371,1624,1.03
 2020,Washington,VT,"Washington, VT",65375,9,1464,62743,2632,1.04
 2021,Washington,VT,"Washington, VT",67529,3,1359,58243,9286,1.16
 2019,Washington,WI,"Washington, WI",59788,0,1433,61414,-1626,0.97
 2020,Washington,WI,"Washington, WI",62434,4,1507,64586,-2152,0.97
 2021,Washington,WI,"Washington, WI",66103,6,1678,71914,-5811,0.92
 2019,Washita,OK,"Washita, OK",36697,0,409,17529,19168,2.09
 2020,Washita,OK,"Washita, OK",38035,4,387,16586,21449,2.29
 2021,Washita,OK,"Washita, OK",40961,8,565,24214,16747,1.69
 2019,Washoe,NV,"Washoe, NV",62117,0,2100,90000,-27883,0.69
 2020,Washoe,NV,"Washoe, NV",65674,6,2436,104400,-38726,0.63
 2021,Washoe,NV,"Washoe, NV",71436,9,3010,129000,-57564,0.55
 2019,Washtenaw,MI,"Washtenaw, MI",61447,0,1925,82500,-21053,0.74
 2020,Washtenaw,MI,"Washtenaw, MI",64636,5,1847,79157,-14521,0.82
 2021,Washtenaw,MI,"Washtenaw, MI",68688,6,1953,83700,-15012,0.82
 2019,Watauga,NC,"Watauga, NC",40810,0,886,37971,2839,1.07
 2020,Watauga,NC,"Watauga, NC",43559,7,2089,89529,-45970,0.49
 2021,Watauga,NC,"Watauga, NC",46766,7,2831,121329,-74563,0.39
 2019,Watonwan,MN,"Watonwan, MN",44416,0,553,23700,20716,1.87
 2020,Watonwan,MN,"Watonwan, MN",50842,15,532,22800,28042,2.23
 2021,Watonwan,MN,"Watonwan, MN",55899,10,755,32357,23542,1.73
 2019,Waukesha,WI,"Waukesha, WI",74733,0,1917,82157,-7424,0.91
 2020,Waukesha,WI,"Waukesha, WI",77667,4,1917,82157,-4490,0.95
 2021,Waukesha,WI,"Waukesha, WI",82032,6,1944,83314,-1282,0.98
 2019,Waupaca,WI,"Waupaca, WI",46452,0,709,30386,16066,1.53
 2020,Waupaca,WI,"Waupaca, WI",49358,6,888,38057,11301,1.3
 2021,Waupaca,WI,"Waupaca, WI",52622,7,1034,44314,8308,1.19
 2019,Waushara,WI,"Waushara, WI",41912,0,851,36471,5441,1.15
 2020,Waushara,WI,"Waushara, WI",44479,6,811,34757,9722,1.28
 2021,Waushara,WI,"Waushara, WI",46929,6,1096,46971,-42,1
 2019,Wayne,GA,"Wayne, GA",32370,0,735,31500,870,1.03
 2020,Wayne,GA,"Wayne, GA",34619,7,918,39343,-4724,0.88
 2021,Wayne,GA,"Wayne, GA",37997,10,1116,47829,-9832,0.79
 2019,Wayne,IA,"Wayne, IA",42092,0,280,12000,30092,3.51
